id;company;market_sector_id;symbol;bdr;cnpj;main_activity;market_sector;website
369;GENERALSHOPP;6;GSHP3;BR;08.764.621/0001-53;Administração de Shopping Centers;Financeiro / Exploração de Imóveis / Exploração de Imóveis;www.generalshopping.com.br
370;GEOPARK LTD;9;GPRK34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Não Classificados / Não Classificado / Não Classificados;Não Informado
371;GER PARANAP;3;GEPA3;BR;02.998.301/0001-81;Geração E Comercialização de Energia Elétrica;Utilidade Pública / Energia Elétrica / Energia Elétrica;http://www.paranapanemaenergia.com.br
372;GER PARANAP;3;GEPA4;BR;02.998.301/0001-81;Geração E Comercialização de Energia Elétrica;Utilidade Pública / Energia Elétrica / Energia Elétrica;http://www.paranapanemaenergia.com.br
373;GERDAU;15;GGBR3;BR;33.611.500/0001-19;Participação E Administração;Materiais Básicos / Siderurgia e Metalurgia / Siderurgia;www.gerdau.com
374;GERDAU;15;GGBR4;BR;33.611.500/0001-19;Participação E Administração;Materiais Básicos / Siderurgia e Metalurgia / Siderurgia;www.gerdau.com
375;GERDAU MET;15;GOAU3;BR;92.690.783/0001-09;Participação E Administração;Materiais Básicos / Siderurgia e Metalurgia / Siderurgia;www.gerdau.com
376;GERDAU MET;15;GOAU4;BR;92.690.783/0001-09;Participação E Administração;Materiais Básicos / Siderurgia e Metalurgia / Siderurgia;www.gerdau.com
377;GILEAD;13;GILD34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Consumo não Cíclico / Saúde / Medicamentos e Outros Produtos;http://www.gilead.com
378;GOL;19;GOLL4;BR;06.164.253/0001-87;Gestão de Participação Societária;Bens Industriais / Transporte / Transporte Aéreo;www.voegol.com.br/ri
379;GOLDMANSACHS;4;GSGI34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Financeiro / Intermediários Financeiros / Bancos;www.goldmansachs.com
380;GOPRO;16;GPRO34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Tecnologia da Informação / Computadores e Equipamentos / Computadores e Equipamentos;http://www.gopro.com
381;GP INVEST;5;GPIV33;BR;07.857.850/0001-50;Investimentos Alternativos. Principalmente em Private Equity;Financeiro / Serviços Financeiros Diversos / Gestão de Recursos e Investimentos;www.gp-investments.com
382;GPC PART;5;GPCP3;BR;02.193.750/0001-52;Não Informado;Materiais Básicos / Químicos / Petroquímicos;www.gpc.com.br
383;GPC PART;5;GPCP4;BR;02.193.750/0001-52;Não Informado;Materiais Básicos / Químicos / Petroquímicos;www.gpc.com.br
384;GRAZZIOTIN;1;CGRA3;BR;92.012.467/0001-70;Comércio Varejista de Vesturio E Bazar.;Consumo Cíclico / Comércio / Tecidos. Vestuário e Calçados;www.grazziotin.com.br
385;GRAZZIOTIN;1;CGRA4;BR;92.012.467/0001-70;Comércio Varejista de Vesturio E Bazar.;Consumo Cíclico / Comércio / Tecidos. Vestuário e Calçados;www.grazziotin.com.br
386;GRENDENE;1;GRND3;BR;89.850.341/0001-60;Fabricação de Calçados em Geral;Consumo Cíclico / Tecidos. Vestuário e Calçados / Calçados;www.grendene.com.br
387;GRUAIRPORT;1;Nenhum ativo na B3;BR;15.578.569/0001-06;Concessão Aeroportuária;Bens Industriais / Transporte / Serviços de Apoio e Armazenagem;www.gru.com.br
388;GUARARAPES;1;GUAR3;BR;08.402.943/0001-52;Confecções de Roupas E Tecidos em Geral.;Consumo Cíclico / Comércio / Tecidos. Vestuário e Calçados;www.guararapes.ind.br
389;HABITASUL;6;HBTS3;BR;87.762.563/0001-03;Participar em Outras Sociedade. Civis Ou Comerciais. Prestar Serviços Técnicos de Planejamento. Organização E Estruturação de Empresas Ou Grupos Empresariais.;Financeiro / Exploração de Imóveis / Exploração de Imóveis;www.habitasul.com.br
390;HABITASUL;6;HBTS5;BR;87.762.563/0001-03;Participar em Outras Sociedade. Civis Ou Comerciais. Prestar Serviços Técnicos de Planejamento. Organização E Estruturação de Empresas Ou Grupos Empresariais.;Financeiro / Exploração de Imóveis / Exploração de Imóveis;www.habitasul.com.br
391;HABITASUL;6;HBTS6;BR;87.762.563/0001-03;Participar em Outras Sociedade. Civis Ou Comerciais. Prestar Serviços Técnicos de Planejamento. Organização E Estruturação de Empresas Ou Grupos Empresariais.;Financeiro / Exploração de Imóveis / Exploração de Imóveis;www.habitasul.com.br
392;HAGA S/A;7;HAGA3;BR;30.540.991/0001-66;Industria Metalúrgica - Fab. de Fechaduras P/construção Civil;Bens Industriais / Construção e Engenharia / Produtos para Construção;www.haga.com.br
393;HAGA S/A;7;HAGA4;BR;30.540.991/0001-66;Industria Metalúrgica - Fab. de Fechaduras P/construção Civil;Bens Industriais / Construção e Engenharia / Produtos para Construção;www.haga.com.br
394;HALLIBURTON;12;HALI34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Petróleo. Gás e Biocombustíveis / Petróleo. Gás e Biocombustíveis / Equipamentos e Serviços;www.halliburton.com
395;HANOVER INSU;9;THGI34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Não Classificados / Não Classificado / Não Classificados;Não Informado
396;HAPVIDA;13;HAPV3;BR;05.197.443/0001-38;Participação. Como Sócia Ou Acionista. em Outras Empresas. Predominantemente de Assistência Médica. Bem Como A Realização de Investimentos Diretos E A Exploração de Atividades de Prestação de Serviços;Saúde / Serv.Méd.Hospit..Análises e Diagnósticos / Serv.Méd.Hospit..Análises e Diagnósticos;www.hapvida.com.br
397;HELBOR;6;HBOR3;BR;49.263.189/0001-02;Incorporação de Imoveis;Consumo Cíclico / Construção Civil / Incorporações;http://www.helbor.com.br
398;HERCULES;7;HETA3;BR;92.749.225/0001-63;Fabricação E A Comercialização de Toda A Espécie de Talheres E Outros Artigos de Mesa Para Uso Doméstico. Artigos de Adorno. Beleza. Higiene. Móveis. Material Escolar. de Escritório E Profissional.;Consumo Cíclico / Utilidades Domésticas / Utensílios Domésticos;http://www.hercules.ind.br
399;HERCULES;7;HETA4;BR;92.749.225/0001-63;Fabricação E A Comercialização de Toda A Espécie de Talheres E Outros Artigos de Mesa Para Uso Doméstico. Artigos de Adorno. Beleza. Higiene. Móveis. Material Escolar. de Escritório E Profissional.;Consumo Cíclico / Utilidades Domésticas / Utensílios Domésticos;http://www.hercules.ind.br
400;HERSHEY CO;1;HSHY34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Consumo não Cíclico / Alimentos Processados / Alimentos Diversos;http://www.thehersheycompany.com
401;HOME DEPOT;1;HOME34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Consumo Cíclico / Comércio / Produtos Diversos;www.homedepot.com
402;HONEYWELL;1;HONB34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Financeiro / Holdings Diversificadas / Holdings Diversificadas;www.honeywell.com
403;HOTEIS OTHON;6;HOOT3;BR;33.200.049/0001-47;Prestação de Serviços Na Indústria Hoteleira;Consumo Cíclico / Hoteis e Restaurantes / Hotelaria;www.ciahoteisothon.com.br
404;HOTEIS OTHON;6;HOOT4;BR;33.200.049/0001-47;Prestação de Serviços Na Indústria Hoteleira;Consumo Cíclico / Hoteis e Restaurantes / Hotelaria;www.ciahoteisothon.com.br
405;HP COMPANY;16;HPQB34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Tecnologia da Informação / Computadores e Equipamentos / Computadores e Equipamentos;www.hp.com
406;HYPERA;1;HYPE3;BR;02.932.074/0001-91;Fabricacão de Medicamentos Alopáticos Para Uso Humano;Saúde / Comércio e Distribuição / Medicamentos e Outros Produtos;www.hypermarcas.com.br
407;IBM;17;IBMB34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Tecnologia da Informação / Programas e Serviços / Programas e Serviços;www.ibm.com
408;IDEIASNET;17;IDNT3;BR;02.365.069/0001-44;Aquisição de Participações Diretas E Indiretas em Companhias Do Setor de Tecnologia. Mídia E Telecomunicações. E Gestão de Carteiras de Valores Mobiliários E Recursos Próprios E de Terceiros.;Financeiro / Serviços Financeiros Diversos / Serviços Financeiros Diversos;www.ideiasnet.com.br
409;IGB S/A;6;IGBR3;BR;43.185.362/0001-07;Eletroeletrónica;Financeiro / Exploração de Imóveis / Exploração de Imóveis;www.igbeletronica.com
410;IGUA SA;3;IGSN3;BR;08.159.965/0001-33;Prestação de Serviços Públicos de água E Esgoto.;Utilidade Pública / água e Saneamento / água e Saneamento;www.iguasa.com.br
411;IGUATEMI;6;IGTA3;BR;51.218.147/0001-93;Empresa Full Service No Setor de Shopping Centers. Suas Atividades Englobam A Concepção. O Planejamento. O Desenvolvimento E A Administração de Shopping Centers Regionais E Complexos Imobiliários.;Financeiro / Exploração de Imóveis / Exploração de Imóveis;www.iguatemi.com.br
412;IHPARDINI;13;PARD3;BR;19.378.769/0001-76;Prestação de Serviços de Medicina Diagnóstica.;Saúde / Serv.Méd.Hospit..Análises e Diagnósticos / Serv.Méd.Hospit..Análises e Diagnósticos;www3.hermespardini.com.br/ri
413;IMC S/A;1;MEAL3;BR;17.314.329/0001-20;Setor de Varejo de Alimentação;Consumo Cíclico / Hoteis e Restaurantes / Restaurante e Similares;www.internationalmealcompany.com
414;IND CATAGUAS;1;CATA3;BR;19.526.748/0001-50;Não Informado;Consumo Cíclico / Tecidos. Vestuário e Calçados / Fios e Tecidos;www.cataguases.com.br
415;IND CATAGUAS;1;CATA4;BR;19.526.748/0001-50;Não Informado;Consumo Cíclico / Tecidos. Vestuário e Calçados / Fios e Tecidos;www.cataguases.com.br
416;INDS ROMI;7;ROMI3;BR;56.720.428/0001-63;Indústria E Comércio de Máquinas-ferramenta;Bens Industriais / Máquinas e Equipamentos / Máq. e Equip. Industriais;www.romi.com
417;INDUSVAL;4;IDVL3;BR;61.024.352/0001-71;Banco Múltiplo Que Concentra Seus Negócios em Produtos de Crédito Corporativo. em Moeda Nacional E Estrangeira. Bem Como Produtos de Repasse. Tesouraria E Serviço de Assessoria Financeira A Empresas.;Financeiro / Intermediários Financeiros / Bancos;www.bip.b.br
418;INDUSVAL;4;IDVL4;BR;61.024.352/0001-71;Banco Múltiplo Que Concentra Seus Negócios em Produtos de Crédito Corporativo. em Moeda Nacional E Estrangeira. Bem Como Produtos de Repasse. Tesouraria E Serviço de Assessoria Financeira A Empresas.;Financeiro / Intermediários Financeiros / Bancos;www.bip.b.br
419;INEPAR;7;INEP3;BR;76.627.504/0001-06;Fabricação de Equipamentos E Sistemas Elétricos . Fabricação de Torres E Acessórios Para Transmissão de Energia E Telecomunicações. Fabricação de Bens de Capital E Sitemas Industriais Sob Encomenda.;Bens Industriais / Máquinas e Equipamentos / Máq. e Equip. Industriais;www.inepar.com.br
420;INEPAR;7;INEP4;BR;76.627.504/0001-06;Fabricação de Equipamentos E Sistemas Elétricos . Fabricação de Torres E Acessórios Para Transmissão de Energia E Telecomunicações. Fabricação de Bens de Capital E Sitemas Industriais Sob Encomenda.;Bens Industriais / Máquinas e Equipamentos / Máq. e Equip. Industriais;www.inepar.com.br
421;INTEL;17;ITLC34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Tecnologia da Informação / Computadores e Equipamentos / Computadores e Equipamentos;www.intel.com
422;INTER SA;6;INNT3;BR;09.611.768/0001-76;Incorporação de Empreendimentos Imobiliários E Construção de Edifícios;Consumo Cíclico / Construção Civil / Incorporações;www.interconstrutora.com.br
423;INTERMEDICA;13;GNDI3;BR;19.853.511/0001-84;Prestação de Serviços de Assistência à Saúde E Odontológica.;Saúde / Serv.Méd.Hospit..Análises e Diagnósticos / Serv.Méd.Hospit..Análises e Diagnósticos;ri.gndi.com.br
424;INTUIT INC;9;INTU34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Não Classificados / Não Classificado / Não Classificados;Não Informado
425;INVEPAR;5;IVPR3B;BR;03.758.318/0001-24;Foi Constituída Sob A Forma de Sociedade Anónima E Tem Como Objeto Social A Participação em Outras Sociedades.;Bens Industriais / Transporte / Serviços de Apoio e Armazenagem;www.invepar.com.br
426;INVEPAR;5;IVPR4B;BR;03.758.318/0001-24;Foi Constituída Sob A Forma de Sociedade Anónima E Tem Como Objeto Social A Participação em Outras Sociedades.;Bens Industriais / Transporte / Serviços de Apoio e Armazenagem;www.invepar.com.br
427;INVEST BCORP;9;ISBC34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Não Classificados / Não Classificado / Não Classificados;Não Informado
428;INVEST BEMGE;4;FIGE3;BR;01.548.981/0001-79;Investimentos;Outros / Outros / Outros;www.investimentosbemge.com.br
429;INVEST BEMGE;4;FIGE4;BR;01.548.981/0001-79;Investimentos;Outros / Outros / Outros;www.investimentosbemge.com.br
430;IOCHP-MAXION;7;MYPK3;BR;61.156.113/0001-75;Fabricação E Comercialização de Produtos Do Setor Automotivo E Equipamentos Ferroviários.;Consumo Cíclico / Automóveis e Motocicletas / Automóveis e Motocicletas;www.iochpe.com.br
431;IRBBRASIL RE;14;IRBR3;BR;33.376.989/0001-91;Operações de Resseguro E Retrocessão;Financeiro / Previdência e Seguros / Seguradoras;ri.irbbrasilre.com
432;ITAPEBI;3;Nenhum ativo na B3;BR;02.397.080/0001-96;Geração de Energia Elétrica;Utilidade Pública / Energia Elétrica / Energia Elétrica;www.itapebi.com.br
433;ITAUSA;5;ITSA3;BR;61.532.644/0001-15;Gestão de Participações Societárias (holding);Financeiro / Intermediários Financeiros / Bancos;www.itausa.com.br
434;ITAUSA;5;ITSA4;BR;61.532.644/0001-15;Gestão de Participações Societárias (holding);Financeiro / Intermediários Financeiros / Bancos;www.itausa.com.br
435;ITAUTEC;17;ITEC3;BR;54.526.082/0001-31;Participação em Outras Sociedades No País E No Exterior. em Especial Naquelas Que Atuam Na Fabricação E Comercialização de Equipamentos de Automações Bancária E Comercial E Na Prestação de Serviços;Tecnologia da Informação / Computadores e Equipamentos / Computadores e Equipamentos;www.itautec.com.br
436;ITAUUNIBANCO;4;ITUB3;BR;60.872.504/0001-23;A Sociedade Tem Por Objeto A Atividade Bancária em Todas As Modalidades Autorizadas. Inclusive A de Operações de Câmbio.;Financeiro / Intermediários Financeiros / Bancos;www.itau-unibanco.com.br/relacoes-com-investidores
437;ITAUUNIBANCO;4;ITUB4;BR;60.872.504/0001-23;A Sociedade Tem Por Objeto A Atividade Bancária em Todas As Modalidades Autorizadas. Inclusive A de Operações de Câmbio.;Financeiro / Intermediários Financeiros / Bancos;www.itau-unibanco.com.br/relacoes-com-investidores
438;J B DUARTE;1;JBDU11;BR;60.637.238/0001-54;I - Exploração Industrial E Comercial. Exp. E Imp de Produtos Alimenticios. Ii - Exploração Industrial E Acondicionamento de Produtos Alimenticios. Iii - Particip em Outras Sociedades.;Outros / Outros / Outros;www.industriasjbduarte.com.br
439;J B DUARTE;1;JBDU12;BR;60.637.238/0001-54;I - Exploração Industrial E Comercial. Exp. E Imp de Produtos Alimenticios. Ii - Exploração Industrial E Acondicionamento de Produtos Alimenticios. Iii - Particip em Outras Sociedades.;Outros / Outros / Outros;www.industriasjbduarte.com.br
440;J B DUARTE;1;JBDU3;BR;60.637.238/0001-54;I - Exploração Industrial E Comercial. Exp. E Imp de Produtos Alimenticios. Ii - Exploração Industrial E Acondicionamento de Produtos Alimenticios. Iii - Particip em Outras Sociedades.;Outros / Outros / Outros;www.industriasjbduarte.com.br
441;J B DUARTE;1;JBDU4;BR;60.637.238/0001-54;I - Exploração Industrial E Comercial. Exp. E Imp de Produtos Alimenticios. Ii - Exploração Industrial E Acondicionamento de Produtos Alimenticios. Iii - Particip em Outras Sociedades.;Outros / Outros / Outros;www.industriasjbduarte.com.br
442;J.MACEDO;1;Nenhum ativo na B3;BR;14.998.371/0001-19;Industrialização de Massas Alimentícias. Farinhas. Misturas Para Bolo Domésticas. Biscoitos. sobremesas E Derivados de Trigo.;Consumo não Cíclico / Alimentos Processados / Alimentos Diversos;www.jmacedo.com.br
443;JBS;1;JBSS3;BR;02.916.265/0001-60;Não Informado;Consumo não Cíclico / Alimentos Processados / Carnes e Derivados;www.jbs.com.br
444;JC PENNEY;1;JCPC34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Consumo Cíclico / Comércio / Tecidos. Vestuário e Calçados;http://www.jcpenney.com
445;JEREISSATI;6;JPSA3;BR;60.543.816/0001-93;Não Informado;Financeiro / Exploração de Imóveis / Exploração de Imóveis;www.jereissati.com.br
446;JHSF PART;6;JHSF3;BR;08.294.224/0001-65;Empresa Que Investe No Brasil em Negócios Voltados A Atender O Público de Alta Renda. Focada No Desenvolvimento E Administração de Projetos de Shopping Centers. Hotéis E E Restaurantes E Incorporação.;Consumo Cíclico / Construção Civil / Incorporações;http://ri.jhsf.com.br/
447;JOAO FORTES;6;JFEN3;BR;33.035.536/0001-00;Incorporação E Construção de Imóveis. Execução Por Administração de Obras de Construção Civil;Consumo Cíclico / Construção Civil / Incorporações;www.joaofortes.com.br/ri
448;JOHNSON;13;JNJB34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Saúde / Medicamentos e Outros Produtos / Medicamentos e Outros Produtos;www.jnj.com
449;JOSAPAR;1;JOPA3;BR;87.456.562/0001-22;Beneficiamento de Arroz E Participações;Consumo não Cíclico / Alimentos Processados / Alimentos Diversos;http://www.josapar.com.br
450;JOSAPAR;1;JOPA4;BR;87.456.562/0001-22;Beneficiamento de Arroz E Participações;Consumo não Cíclico / Alimentos Processados / Alimentos Diversos;http://www.josapar.com.br
451;JPMORGAN;4;JPMC34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Financeiro / Intermediários Financeiros / Bancos;www.jpmorganchase.com
452;JSL;19;JSLG3;BR;52.548.435/0001-79;Não Informado;Bens Industriais / Transporte / Transporte Rodoviário;www.jsl.com.br/ri
453;KARSTEN;1;CTKA3;BR;82.640.558/0001-04;Fabricação. Exportação. Importação E O Comércio Atacadista E Varejista de Fios. Tecidos E Produtos Têxteis em Geral.;Consumo Cíclico / Tecidos. Vestuário e Calçados / Fios e Tecidos;www.karsten.com.br
454;KARSTEN;1;CTKA4;BR;82.640.558/0001-04;Fabricação. Exportação. Importação E O Comércio Atacadista E Varejista de Fios. Tecidos E Produtos Têxteis em Geral.;Consumo Cíclico / Tecidos. Vestuário e Calçados / Fios e Tecidos;www.karsten.com.br
455;KEMPER CORP;9;KMPR34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Não Classificados / Não Classificado / Não Classificados;Não Informado
456;KEPLER WEBER;7;KEPL3;BR;91.983.056/0001-69;Indústria E Comércio de Produtos E Matérias Primas Relacionadas A Metalurgia. Importação E Exportação. Prestação de Serviços. Comércio de Produtos Destinados A Agroindústria.;Bens Industriais / Máquinas e Equipamentos / Máq. e Equip. Industriais;www.kepler.com.br
457;KIMBERLY CL;1;KMBB34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Consumo não Cíclico / Produtos de Uso Pessoal e de Limpeza / Produtos de Uso Pessoal;www.kimberly-clark.com
458;KINDER MORGA;9;KMIC34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Não Classificados / Não Classificado / Não Classificados;Não Informado
459;KLABIN S/A;10;KLBN11;BR;89.637.490/0001-45;Empresa Brasileira de Base Florestal. Produtora de Papéis E Cartões Para Embalagens. Embalagens de Papelão Ondulado E Sacos Industriais. Além de Ser Recicladora E Produtora de Toras Para Serrarias.;Materiais Básicos / Madeira e Papel / Papel e Celulose;www.klabin.com.br
460;KLABIN S/A;10;KLBN3;BR;89.637.490/0001-45;Empresa Brasileira de Base Florestal. Produtora de Papéis E Cartões Para Embalagens. Embalagens de Papelão Ondulado E Sacos Industriais. Além de Ser Recicladora E Produtora de Toras Para Serrarias.;Materiais Básicos / Madeira e Papel / Papel e Celulose;www.klabin.com.br
461;KLABIN S/A;10;KLBN4;BR;89.637.490/0001-45;Empresa Brasileira de Base Florestal. Produtora de Papéis E Cartões Para Embalagens. Embalagens de Papelão Ondulado E Sacos Industriais. Além de Ser Recicladora E Produtora de Toras Para Serrarias.;Materiais Básicos / Madeira e Papel / Papel e Celulose;www.klabin.com.br
462;KRAFT HEINZ;1;KHCB34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Consumo não Cíclico / Alimentos Processados / Alimentos Diversos;http://www.kraftheinzcompany.com
463;KROTON;2;KROT3;BR;02.800.026/0001-40;A Companhia Tem Por Objeto A Participação. Como Sócia Ou Acionista. em Sociedades Que Explorem A Administração de Atividades de Educação.;Consumo Cíclico / Diversos / Serviços Educacionais;www.kroton.com.br
464;L BRANDS;1;LBRN34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Consumo Cíclico / Comércio / Tecidos. Vestuário e Calçados;http://www.lb.com
465;LE LIS BLANC;1;LLIS3;BR;49.669.856/0001-43;(a) Confecção de Produtos em Geral. Através de Terceiros. (b) Importação E Exportação. (c) Exploração de Comércio E Indústria de Confecção de Produtos em Geral.;Consumo Cíclico / Comércio / Tecidos. Vestuário e Calçados;www.lelis.com.br
466;LIBERTY BROA;9;LBRD34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Não Classificados / Não Classificado / Não Classificados;Não Informado
467;LIBERTY MEDI;9;LSXM34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Não Classificados / Não Classificado / Não Classificados;Não Informado
468;LIBRA T RIO;19;Nenhum ativo na B3;BR;02.373.517/0001-51;Exploração de Instalações Portuárias E de área. Atividade de Operador Portuário. de Movimentação E Armazenagem de Carga E Contêiners. Alfândega Ou Não. Inclusive Medicamentos E Produtos Para A Saúde.;Bens Industriais / Transporte / Serviços de Apoio e Armazenagem;http://www.grupolibra.com.br/libra-terminais/rio-de-janeiro
469;LIGHT;3;Nenhum ativo na B3;BR;60.444.437/0001-46;A Light ;Utilidade Pública / Energia Elétrica / Energia Elétrica;www.light.com.br
470;LIGHT S/A;3;LIGT3;BR;03.378.521/0001-75;Participação em Sociedades P/ Exploração Serviços de Energia Elétrica;Utilidade Pública / Energia Elétrica / Energia Elétrica;www.light.com.br
471;LILLY;13;LILY34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Saúde / Medicamentos e Outros Produtos / Medicamentos e Outros Produtos;www.lilly.com
472;LINX;17;LINX3;BR;06.948.969/0001-75;Não Informado;Tecnologia da Informação / Programas e Serviços / Programas e Serviços;www.linx.com.br
473;LIQ;18;LIQO3;BR;04.032.433/0001-80;A Liq É Uma Das Maiores Empresas Brasileiras Especializadas de Forma Abrangente Na Gestão Do Relacionamento Com O Consumidor. Atuando de Forma Consultiva E Personalizada.;Bens Industriais / Serviços / Serviços Diversos;www.liq.com.br
474;LITEL;5;LTEL11B;BR;00.743.065/0001-27;Não Informado;Materiais Básicos / Mineração / Minerais Metálicos;www.litelbrasil.com.br
475;LITEL;5;LTEL3B;BR;00.743.065/0001-27;Não Informado;Materiais Básicos / Mineração / Minerais Metálicos;www.litelbrasil.com.br
476;LITEL;5;LTEL5B;BR;00.743.065/0001-27;Não Informado;Materiais Básicos / Mineração / Minerais Metálicos;www.litelbrasil.com.br
477;LOCALIZA;19;RENT3;BR;16.670.085/0001-55;Aluguel de Carros E Gestão de Frotas;Consumo Cíclico / Diversos / Aluguel de carros;www.localiza.com
478;LOCAMERICA;19;LCAM3;BR;10.215.988/0001-60;A Companhia Tem Por Objeto A Atividade de Locação de Veículos Nacionais E Importados Com Ou Sem Motorista.;Consumo Cíclico / Diversos / Aluguel de carros;www.locamerica.com.br
479;LOCKHEED;7;LMTB34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Bens Industriais / Material de Transporte / Material Aeronáutico e de Defesa;www.lockheedmartin.com
480;LOG COM PROP;6;LOGG3;BR;09.041.168/0001-10;Administração de Bens Próprios. Prestação de Serviços de Engenharia E Construção.incorporação. Construção Comercialização E Locação de Imóveis.participação em Outras Sociedades Como Sócia Ou Acionista;Financeiro / Exploração de Imóveis / Exploração de Imóveis;http://www.logcp.com.br
481;LOG-IN;19;LOGN3;BR;42.278.291/0001-24;A Log-in Oferece Soluções Logísticas Integradas Através Do Transporte Aquaviário em Navios Porta-contêineres. Terminal Portuário. Terminais Intermodais E Complemento Rodoviário.;Bens Industriais / Transporte / Transporte Hidroviário;www.loginlogistica.com.br
482;LOJAS AMERIC;1;LAME3;BR;33.014.556/0001-96;Comércio em Geral. Inclusive Supermercado E Lanchonete. Lojas de Conveniência. No Varejo E No Atacado. Através de Lojas E Depósitos. de Quaisquer Mercadorias. Bem Como A Realização de Serviços.;Consumo Cíclico / Comércio / Produtos Diversos;http://ri.lasa.com.br
483;LOJAS AMERIC;1;LAME4;BR;33.014.556/0001-96;Comércio em Geral. Inclusive Supermercado E Lanchonete. Lojas de Conveniência. No Varejo E No Atacado. Através de Lojas E Depósitos. de Quaisquer Mercadorias. Bem Como A Realização de Serviços.;Consumo Cíclico / Comércio / Produtos Diversos;http://ri.lasa.com.br
484;LOJAS MARISA;1;AMAR3;BR;61.189.288/0001-89;Comércio Varejista de Artigos Do Vestuário E Acessórios. Prestação de Serviços de Correspondente Bancário. Intermediação de Negócios E Congêneres. Atuação Como Representante de Seguros.;Consumo Cíclico / Comércio / Tecidos. Vestuário e Calçados;www.marisa.com.br
485;LOJAS RENNER;1;LREN3;BR;92.754.738/0001-62;Loja de Departamentos (comércio Varejista);Consumo Cíclico / Comércio / Tecidos. Vestuário e Calçados;www.lojasrenner.com.br
486;LONGDIS;9;SPRT3B;BR;02.338.534/0001-58;Participação em Outras Sociedades.;Outros / Outros / Outros;http://longdis.mzweb.com.br
487;LOPES BRASIL;6;LPSB3;BR;08.078.847/0001-09;Intermediação Na Compra. Venda. Permuta E Locação de Imóveis Ou de Direitos E Obrigações A Eles Relativos.;Financeiro / Exploração de Imóveis / Intermediação Imobiliária;www.lopes.com.br
488;LOWES COMPA;9;LOWC34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Não Classificados / Não Classificado / Não Classificados;Não Informado
489;LUPATECH;7;LUPA3;BR;89.463.822/0001-12;Fabricante de Equipamentos E Provedor de Serviços Para O Setor de Petróleo E Gás.;Petróleo. Gás e Biocombustíveis / Petróleo. Gás e Biocombustíveis / Equipamentos e Serviços;www.lupatech.com.br
490;M.DIASBRANCO;1;MDIA3;BR;07.206.816/0001-15;Produção E Comercialização de Biscoitos. Massas. Farinha de Trigo E Farelo. Margarinas E Gorduras. Bolos. Snacks. Mistura Para Bolos E Torradas.;Consumo não Cíclico / Alimentos Processados / Alimentos Diversos;www.mdiasbranco.com.br
491;MACY S;1;MACY34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Consumo Cíclico / Comércio / Tecidos. Vestuário e Calçados;Não Informado
492;MAESTROLOC;19;MSRO3;BR;08.795.211/0001-70;A Companhia Presta Serviços de Locação de Veículos E Gestão de Frotas.;Consumo Cíclico / Diversos / Aluguel de carros;www.maestrofrotas.com.br
493;MAGAZ LUIZA;1;MGLU3;BR;47.960.950/0001-21;Somos Uma Rede Varejista E Atuamos Com Foco Na Comercialização de Bens Duráveis No Brasil.;Consumo Cíclico / Comércio / Eletrodomésticos;www.magazineluiza.com.br
494;MANGELS INDL;7;MGEL3;BR;61.065.298/0001-02;Produção de Relaminados. Trefilados E Perfilados de Aço. Exceto Arames.;Materiais Básicos / Siderurgia e Metalurgia / Artefatos de Ferro e Aço;www.mangels.com.br
495;MANGELS INDL;7;MGEL4;BR;61.065.298/0001-02;Produção de Relaminados. Trefilados E Perfilados de Aço. Exceto Arames.;Materiais Básicos / Siderurgia e Metalurgia / Artefatos de Ferro e Aço;www.mangels.com.br
